CIDADE,UF,CANAL_VENDAS,CURSO,DS_TURNO_INSCRICAO,FL_MATRICULADO,VL_MENSALIDADE,MODALIDADES,IDADE,cluster
171,4,12,10,1,1,110.0,2,23.04763723972109,2
350,19,12,10,0,1,110.0,2,19.920947437740217,2
350,4,12,10,0,1,110.0,2,19.959278135838055,2
201,26,12,10,1,1,110.0,2,31.132676631358155,2
350,26,12,10,1,1,110.0,2,20.55614186336155,2
289,11,13,10,1,1,110.0,2,31.735016172895627,2
289,19,13,10,1,1,110.0,2,42.12263535741002,2
289,19,13,10,1,1,110.0,2,21.21871535905277,2
289,19,13,12,1,1,110.0,2,21.100985357752265,2
289,26,12,13,1,1,110.0,2,20.495907909207805,2
350,16,12,11,1,1,110.0,2,26.22908518184174,2
350,26,12,11,1,1,110.0,2,37.59413716785103,2
25,24,12,14,1,1,110.0,2,22.031873740128358,2
289,19,3,15,1,1,110.0,2,31.239455004630706,2
289,1,12,19,0,1,110.0,2,19.945588600803113,2
289,13,12,19,0,1,110.0,2,19.956540228831066,2
385,12,12,19,0,1,110.0,2,31.2175517485748,2
350,9,12,19,0,1,110.0,2,19.411696734440355,2
58,7,12,19,0,1,110.0,2,21.372038151444126,0
289,19,12,19,0,1,110.0,2,21.10919907877323,2
350,26,12,19,0,1,110.0,2,30.601522672002385,2
350,4,12,19,0,1,110.0,2,18.948990450259295,2
289,11,12,19,0,1,110.0,2,29.84312243106657,2
289,26,2,20,1,1,110.0,2,20.35627465185139,2
289,26,12,20,1,1,110.0,2,19.962016042845043,2
289,26,12,20,1,1,110.0,2,41.583267677033284,2
171,4,12,20,1,1,110.0,2,21.21871535905277,2
22,11,12,20,1,1,110.0,2,40.737254411873835,2
21,9,12,20,1,1,110.0,2,20.38912953593525,0
350,26,12,20,1,1,110.0,2,20.79707767997654,2
350,19,12,20,1,1,110.0,2,19.972967670872997,2
289,26,12,20,1,1,110.0,2,23.866271434810656,2
289,26,12,20,1,1,110.0,2,24.775256561130842,2
350,11,12,20,1,1,110.0,2,19.652632551055344,2
350,11,12,20,1,1,110.0,2,19.67727371411824,2
350,12,12,20,1,1,110.0,2,25.298196799465646,2
350,18,12,20,1,1,110.0,2,21.25430815014362,2
289,11,12,20,1,1,110.0,2,27.340675426679073,2
350,4,12,20,1,1,110.0,2,19.058506730538838,2
350,4,12,20,1,1,110.0,2,26.913561933588866,2
350,4,12,20,1,1,110.0,2,19.469192781587115,2
350,4,12,20,1,1,110.0,2,19.64168092302739,2
350,9,12,20,1,1,110.0,2,17.62384345887686,2
350,11,12,20,1,1,110.0,2,19.614301852957503,2
289,19,12,20,1,1,110.0,2,22.218051416603576,2
350,19,12,20,1,1,110.0,2,24.816325166235668,2
350,7,12,20,1,1,110.0,2,23.81698910868486,2
350,14,12,20,1,1,110.0,2,25.317362148514565,2
289,26,13,20,1,1,110.0,2,18.00715043985525,2
289,26,13,20,1,1,110.0,2,20.709464655752907,2
289,19,13,20,1,1,110.0,2,51.36033359898924,2
289,19,13,20,1,1,110.0,2,18.688889284595387,2
289,10,19,21,2,1,110.0,2,28.791766140382983,2
338,24,0,22,1,1,110.0,1,21.88128885474399,2
136,9,6,22,1,1,110.0,1,22.163293276463804,2
200,18,10,22,1,1,110.0,1,20.939448844339942,2
136,9,2,22,1,1,110.0,1,18.946252543252307,2
289,19,2,22,0,1,110.0,1,30.494744298729834,2
350,26,2,22,1,1,110.0,1,21.243356522115665,2
82,16,3,22,1,1,110.0,1,19.953802321824078,2
117,23,7,22,1,1,110.0,1,24.123634693467576,2
306,6,6,22,1,1,110.0,1,21.169433032926975,2
265,17,6,22,1,1,110.0,1,23.962098180055253,2
371,23,6,22,1,1,110.0,1,21.131102334829137,2
350,26,2,22,1,1,110.0,1,20.15914534734822,2
320,11,2,22,1,1,110.0,1,33.01361874515926,2
302,23,12,22,0,1,110.0,1,25.681503780444036,2
289,19,13,22,1,1,110.0,1,22.12222467135898,2
88,12,0,22,1,1,0.0,1,40.405967664028225,0
32,10,19,22,1,1,110.0,1,21.09003372972431,2
350,4,12,29,1,1,110.0,2,29.796578011947762,2
350,26,12,29,1,1,110.0,2,21.095509543738288,2
128,26,0,23,1,1,65.0,3,22.218051416603576,0
163,26,6,23,1,1,65.0,3,20.660182329627112,0
289,19,2,23,0,1,65.0,3,21.217778,0
289,19,2,23,0,1,65.0,3,27.808857524874107,0
289,19,2,23,0,1,65.0,3,22.39601537205783,0
169,26,2,23,1,1,65.0,3,23.21738747415438,0
289,19,2,23,0,1,65.0,3,30.174409178912178,0
233,19,9,23,1,1,65.0,3,21.21871535905277,0
233,19,9,23,1,1,65.0,3,21.21871535905277,0
156,4,12,23,1,1,65.0,3,32.44687199471264,0
375,9,12,23,1,1,65.0,3,33.314788515927994,0
56,16,7,23,1,1,65.0,3,20.772436516913643,0
93,14,6,23,1,1,65.0,3,25.662338431395117,0
285,19,10,23,1,1,65.0,3,22.196148160547665,0
138,10,10,23,1,1,65.0,3,19.099575335643664,0
317,4,10,23,1,1,65.0,3,33.18336897959255,0
126,6,10,23,1,1,65.0,3,20.876476983179206,0
122,4,10,23,1,1,65.0,3,20.843622099095345,0
69,18,10,23,1,1,65.0,0,39.71601509826712,1
8,17,2,23,1,1,65.0,3,19.707390691195112,0
71,12,2,23,1,1,65.0,3,27.151759843196864,0
289,19,2,23,1,1,65.0,3,25.440567963829047,0
188,13,3,23,0,1,65.0,3,23.200960032112448,0
45,14,12,23,1,1,65.0,3,24.591816791662612,0
267,8,12,23,1,1,65.0,3,29.273637773612958,0
289,19,12,23,1,0,65.0,3,39.98159207794501,3
205,1,12,23,1,1,65.0,3,46.87564192154207,0
19,21,12,23,1,1,65.0,3,24.383735859131484,0
350,26,12,23,1,1,110.0,3,18.04548113795309,2
52,26,12,23,0,1,110.0,3,35.099903884484505,0
268,9,12,23,1,1,110.0,0,29.2161417264662,2
293,23,12,23,1,1,110.0,0,33.59679293764781,2
4,9,15,23,0,1,65.0,3,20.454839304102975,0
49,22,12,23,1,1,65.0,3,23.398089336615623,0
83,18,7,24,1,1,110.0,1,21.793675830520357,2
246,27,7,24,1,1,110.0,1,20.586258840438425,2
249,18,7,24,1,1,110.0,1,18.48354625907125,2
12,14,7,24,1,1,110.0,1,27.4529296139656,2
186,24,0,24,0,1,110.0,1,23.318690033412956,2
343,19,0,24,1,1,110.0,1,21.21871535905277,2
323,6,0,24,1,1,110.0,1,30.053941270604682,2
82,16,6,24,1,1,110.0,1,21.21871535905277,2
323,6,6,24,1,1,110.0,1,21.21871535905277,2
340,26,6,24,1,1,110.0,1,31.2175517485748,2
282,11,6,24,1,1,110.0,1,21.577381176968263,2
82,16,6,24,1,1,110.0,1,21.21871535905277,2
343,19,6,24,1,1,110.0,1,21.21871535905277,2
82,16,6,24,1,1,110.0,1,21.21871535905277,2
82,16,6,24,1,1,110.0,1,21.21871535905277,2
331,26,10,24,1,1,110.0,1,21.217778,2
289,19,2,24,0,1,110.0,1,19.540378363768813,2
350,26,2,24,1,1,110.0,1,18.40688486287557,2
289,19,2,24,0,1,110.0,1,19.847023948551527,2
100,26,2,24,1,1,110.0,1,46.92218634066087,1
289,19,2,24,1,1,110.0,1,21.21871535905277,2
289,19,2,24,0,1,110.0,1,19.077672079587757,2
289,19,2,24,0,1,110.0,1,27.52959101016128,2
289,19,2,24,1,1,110.0,1,19.14338184775548,2
80,26,12,24,1,1,110.0,1,39.10546183570869,2
289,10,12,24,2,1,110.0,2,19.244684407014056,2
181,24,3,24,1,1,110.0,1,19.575971154859666,2
289,26,3,24,0,1,110.0,2,37.490096701585465,2
210,8,5,24,1,1,110.0,1,20.038677439040722,2
43,11,11,24,1,1,110.0,1,23.923767481957416,2
160,26,12,24,1,1,110.0,1,24.233150973747115,2
331,26,12,24,0,1,110.0,1,34.42364085375834,2
289,11,12,24,1,1,110.0,2,32.616622229145925,2
350,17,12,24,0,1,110.0,2,27.39543356681884,2
350,26,12,24,0,1,110.0,2,33.626909914724685,2
21,9,12,24,1,1,110.0,2,20.416508606005138,0
350,10,12,24,1,1,110.0,2,20.15640744034123,2
350,26,12,24,1,1,110.0,2,25.634959361325233,2
350,13,12,24,1,1,110.0,2,19.80869325045369,2
350,26,12,24,1,1,110.0,2,27.781478454804223,2
350,26,12,24,1,1,110.0,1,43.157564206051674,2
289,19,13,24,1,1,110.0,1,25.41592680076615,2
289,19,13,24,1,1,110.0,2,29.919783827262247,2
289,11,13,24,1,1,110.0,2,21.826530714604218,2
15,26,15,24,1,1,110.0,1,21.0681304736684,2
377,23,19,24,1,0,110.0,1,28.638443347991625,3
248,6,7,24,1,1,110.0,1,19.805955343446698,2
119,17,0,24,1,1,110.0,1,27.72672031466445,2
162,26,10,24,1,1,110.0,1,20.892904425221136,2
20,19,10,24,1,1,110.0,1,18.823046727937825,2
289,19,2,24,0,1,110.0,1,21.040751403598517,2
142,18,2,24,0,1,110.0,1,34.64541132132441,2
259,16,2,24,1,1,110.0,1,36.542780877167445,2
289,19,2,24,0,1,110.0,1,22.779322353036218,2
289,19,2,24,1,1,110.0,1,21.217778,2
297,4,12,24,0,1,110.0,1,25.69245540847199,2
350,26,2,24,0,1,110.0,1,20.443887676075022,2
230,19,11,24,1,1,110.0,1,30.89995453576413,2
84,14,12,24,1,1,110.0,1,22.79027398106417,2
197,11,12,24,1,1,110.0,1,59.653453923157436,1
253,11,12,24,0,1,110.0,1,29.39958149593443,2
289,19,13,24,1,1,110.0,1,44.12404537951862,2
76,6,13,24,1,1,110.0,1,20.955876286381873,2
186,24,15,24,1,1,110.0,1,20.07974604414555,2
55,10,13,24,1,1,110.0,1,39.8885032397074,2
15,26,6,25,1,1,110.0,1,22.828604679162012,2
275,11,10,25,1,1,110.0,1,20.074270230131575,2
246,27,10,25,1,1,110.0,1,19.433599990496262,2
350,26,2,25,1,1,110.0,1,45.13980887911136,2
289,19,2,25,1,1,110.0,1,18.809357192902883,2
341,26,2,25,1,1,110.0,1,25.93339122508698,2
7,13,2,25,1,1,110.0,1,38.16362182530464,0
289,19,13,25,1,1,110.0,1,41.747542097452595,2
70,26,14,25,1,1,110.0,1,59.007307869508146,1
297,4,2,25,1,1,110.0,1,33.21622386367641,2
350,26,2,25,1,1,110.0,1,21.76355885344348,2
289,19,2,25,1,1,110.0,1,19.110526963671617,2
87,24,12,25,1,0,110.0,1,45.59430144227145,3
350,3,12,30,0,1,110.0,2,22.146865834421874,2
350,19,12,30,0,1,110.0,2,21.796413737527345,2
289,4,13,31,1,1,110.0,2,25.194156333200084,2
289,12,19,31,1,0,84.29,2,24.953220516585095,3
171,4,12,31,1,1,110.0,2,24.05792492529985,2
350,26,12,31,1,1,110.0,2,20.443887676075022,2
289,19,12,31,1,1,110.0,2,26.157899599660038,2
350,26,12,31,1,1,110.0,2,29.446125915053234,2
350,11,12,31,1,1,110.0,2,33.75011573003917,2
350,14,12,31,1,1,110.0,2,18.50271160812017,2
350,14,12,31,1,1,110.0,2,20.112600928229412,2
