Propiedade;Modalidade;MODALIDADE_EAD;Id_aluno;SEXO;NASCIMENTO;CIDADE;UF;CANAL_VENDAS;CURSO;DS_TURNO_INSCRICAO;DT_INSCRICAO;FL_MATRICULADO;VL_MENSALIDADE;DS_PRIM_CANAL_VENDAS
Propio;Escola  a Distancia;EAD PREMIUM;697;M;01/04/1998 00:00;CAMAÇARI;BA;OUTDOOR;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Terceiros;Escola  a Distancia;EAD PREMIUM;472;F;05/07/1997 00:00;RIO DAS OSTRAS;RJ;GUERR;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;731;M;0002-11-30 00:00:00;RIO DE JANEIRO;RJ;CALL CENTER;NUTRIÇÃO;MATUTINO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;834;M;31/01/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;NUTRIÇÃO;MATUTINO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;713;M;16/12/1995 00:00;FEIRA DE SANTANA;BA;CALL CENTER;NUTRIÇÃO;NOTURNO;01/06/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;666;F;20/06/2001 00:00;CAPITÃO DE CAMPOS;PI;GIRO DAS PROFISSOES;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;GIRO DAS PROFISSOES
Terceiros;Escola  a Distancia;EAD PREMIUM;28;M;15/01/1984 00:00;;;INDICACAO;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;INDICACAO
Terceiros;Escola  a Distancia;EAD PREMIUM;670;M;06/04/1994 00:00;IBITIARA;BA;INTERNET;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;885;M;07/11/1997 00:00;CASTANHAL;PA;INTERNET;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;944;M;15/01/1998 00:00;MARABÁ;PA;INTERNET;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;453;M;16/06/1976 00:00;JOÃO PESSOA;PB;INTERNET;NUTRIÇÃO;NOTURNO;18/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;62;M;30/08/1973 00:00;RIO DE JANEIRO;RJ;LIVES;NUTRIÇÃO;NOTURNO;19/06/2020 00:00;0;110;LIVES
Terceiros;Escola  a Distancia;EAD PREMIUM;574;M;12/06/1993 00:00;SÃO PAULO;SP;INTERNET;NUTRIÇÃO;NOTURNO;22/06/2020 00:00;0;110;
Propio;Presencial;;152;;20/05/1991 00:00;Açailândia;MA;INTERNET;Nutrição - M;Matutino;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;159;;02/02/2000 00:00;Sao Paulo;MA;INTERNET;Nutrição - M;Matutino;01/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;8;;14/05/1990 00:00;Abadia dos Dourados;MG;INTERNET;Nutrição - N;Noturno;27/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;135;;12/05/1998 00:00;Cuiabá;MT;INTERNET;Odontologia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;139;;12/01/2000 00:00;São Paulo;MA;INTERNET;Odontologia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;451;M;18/01/1998 00:00;ITABIRA;MG;ESCOLA;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;ESCOLA
Propio;Escola  a Distancia;SEMI-PRESENCIAL;285;F;27/04/1994 00:00;RIO CLARO;SP;ACAO EMPRESA;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;EMPRESA
Propio;Escola  a Distancia;SEMI-PRESENCIAL;216;M;08/04/1999 00:00;CAMAÇARI;BA;ENEM;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;268;F;12/02/1968 00:00;FÁTIMA DO SUL;MS;ENEM;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;663;F;17/08/1987 00:00;RIBEIRÃO DAS NEVES;MG;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;693;M;06/02/1993 00:00;RIO DE JANEIRO;RJ;CALL CENTER;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;775;M;07/07/1986 00:00;JOINVILLE;SC;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;690;M;11/06/1989 00:00;AÇU;RN;CONSULTOR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;946;M;01/03/1998 00:00;SOBRAL;CE;CONSULTOR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;958;F;10/10/2000 00:00;PELOTAS;RS;CONSULTOR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;32;M;20/10/1990 00:00;VITÓRIA DA CONQUISTA;BA;GIRO DAS PROFISSOES;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;GIRO DAS PROFISSOES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;339;M;11/10/1996 00:00;DOIS CÓRREGOS;SP;INTERNET;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;910;M;19/08/1979 00:00;LONDRINA;PR;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;02/06/2020 00:00;1;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;9;M;20/11/1987 00:00;MANAUS;AM;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;21/06/2020 00:00;0;;INTERNET
Propio;Escola  a Distancia;100% ONLINE;184;M;29/06/2001 00:00;SÃO PAULO;SP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;26/05/2020 00:00;0;;INTERNET
Propio;Escola  a Distancia;100% ONLINE;128;F;17/02/1976 00:00;RIO BRANCO;AC;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;LIVES
Propio;Escola  a Distancia;100% ONLINE;311;F;01/01/1989 00:00;ITAPEVA;SP;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;22/05/2020 00:00;1;65;LIVES
Propio;Escola  a Distancia;100% ONLINE;641;M;30/07/1978 00:00;RIO DE JANEIRO;RJ;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;17/06/2020 00:00;1;65;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;401;F;22/10/1998 00:00;LINHARES;ES;ENEM;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;ENEM
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;621;M;19/10/2001 00:00;ESPERANTINA;PI;ENEM;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;274;F;01/12/1995 00:00;CAMPINAS;SP;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;374;M;04/12/1997 00:00;PETRÓPOLIS;RJ;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;428;F;07/06/1994 00:00;RIO DAS OSTRAS;RJ;GUERR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;507;F;18/05/1997 00:00;SOUSA;PB;GUERR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;578;M;02/05/2000 00:00;CARANGOLA;MG;GUERR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;601;F;15/03/2002 00:00;CÂNDIDO SALES;BA;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;701;F;16/09/1998 00:00;AMAMBAI;MS;GUERR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;737;F;05/05/1993 00:00;ILHÉUS;BA;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;767;F;13/02/1983 00:00;VISCONDE DO RIO BRANCO;MG;GUERR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;21;M;10/03/1986 00:00;BELÉM;PA;CALL CENTER;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;157;M;29/12/1997 00:00;CAXIAS;MA;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;02/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;380;M;05/06/2002 00:00;SERRA;ES;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;04/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;404;M;28/03/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;410;M;01/10/1997 00:00;RIO DE JANEIRO;RJ;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;721;M;11/12/1999 00:00;CANELINHA;SC;CALL CENTER;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;769;M;13/04/1991 00:00;JUAZEIRO;BA;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;874;M;27/12/1975 00:00;NAZARÉ DA MATA;PE;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;903;M;26/06/1996 00:00;CAMETÁ;PA;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;905;M;05/12/1989 00:00;RIO DE JANEIRO;RJ;CALL CENTER;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;926;M;06/09/1989 00:00;RIO DE JANEIRO;RJ;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;962;F;20/07/1992 00:00;SANTANA;AP;CALL CENTER;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;777;M;10/10/2002 00:00;SÃO PAULO;SP;CALL CENTER;PEDAGOGIA - LICENCIATURA;NOTURNO;29/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;822;M;05/10/1998 00:00;IÇARA;SC;CONSULTOR;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;CONSULTOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;557;M;05/09/1991 00:00;ITABIRITO;MG;INDICACAO;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Terceiros;Escola  a Distancia;100% ONLINE;260;M;25/01/1998 00:00;SÃO PAULO;SP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;26/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;291;M;27/05/1993 00:00;MONTE MOR;SP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;366;M;30/04/1976 00:00;GUARULHOS;SP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;25/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;604;M;20/02/1997 00:00;CURITIBA;PR;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;707;M;26/04/1990 00:00;IBIRITÉ;MG;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;14/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;847;M;24/07/1998 00:00;PELOTAS;RS;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;23/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;929;M;03/08/1996 00:00;MACAPÁ;AP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;18/06/2020 00:00;1;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;936;F;14/02/2002 00:00;ARAÇUAÍ;MG;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;953;M;06/10/1997 01:00;BELÉM;PA;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;16/06/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;3;M;01/11/1983 00:00;BRASÍLIA;DF;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;16/06/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;492;M;20/11/1968 00:00;SÃO PAULO;SP;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;12/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;723;M;07/09/1973 00:00;RIO DE JANEIRO;RJ;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;04/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;870;M;07/11/1995 00:00;ELDORADO DO SUL;RS;INTERNET;PEDAGOGIA - LICENCIATURA;NOTURNO;27/05/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;572;M;19/07/1995 00:00;RIO DE JANEIRO;RJ;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;16/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;312;M;31/12/1989 00:00;OSASCO;SP;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;17/06/2020 00:00;0;65;LIVES
Terceiros;Escola  a Distancia;100% ONLINE;726;M;16/06/1989 00:00;IMBITUBA;SC;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;17/06/2020 00:00;1;65;LIVES
Terceiros;Escola  a Distancia;100% ONLINE;16;M;06/06/1982 00:00;RIO DE JANEIRO;RJ;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;02/06/2020 00:00;0;;LIVES
Terceiros;Escola  a Distancia;100% ONLINE;966;M;24/10/1986 00:00;RIO DE JANEIRO;RJ;LIVES;PEDAGOGIA - LICENCIATURA;NOTURNO;13/05/2020 00:00;0;;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;537;M;21/02/1969 00:00;SÃO PAULO;SP;OUTDOOR;PEDAGOGIA - LICENCIATURA;NOTURNO;22/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;802;M;05/11/1985 00:00;NAZARÉ DA MATA;PE;OUTDOOR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;916;M;19/09/1998 00:00;MARABÁ;PA;OUTDOOR;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;15;F;31/08/1989 00:00;CACOAL;RO;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;385;M;07/01/2000 00:00;MACAÉ;RJ;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;543;F;20/11/1997 00:00;CORNÉLIO PROCÓPIO;PR;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;732;M;22/06/2000 00:00;CASTANHAL;PA;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;766;M;28/04/2001 00:00;JUARA;MT;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;827;M;29/11/1998 00:00;BARCARENA;PA;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;899;M;09/08/1965 00:00;BRASILEIRA - NASCIDO NO EXTERIOR, OU NATURALIZADO;BN;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;954;F;25/05/1999 00:00;ABAETETUBA;PA;OUTRAS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;464;M;23/02/1990 00:00;VILA VELHA;ES;REDES SOCIAIS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;REDES SOCIAIS
Terceiros;Escola  a Distancia;100% ONLINE;470;M;22/01/1999 00:00;CACHOEIRO DE ITAPEMIRIM;ES;REDES SOCIAIS;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;REDES SOCIAIS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;491;M;23/12/1999 00:00;BLUMENAU;SC;REDES SOCIAIS;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;REDES SOCIAIS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;751;M;11/09/1995 00:00;SALVADOR;BA;REDES SOCIAIS;PEDAGOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;REDES SOCIAIS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;826;M;06/11/2000 00:00;SÃO LEOPOLDO;RS;REDES SOCIAIS;PEDAGOGIA - LICENCIATURA;NOTURNO;08/06/2020 00:00;1;65;REDES SOCIAIS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;849;M;31/12/1991 00:00;FORTALEZA;CE;TV;PEDAGOGIA - LICENCIATURA;MATUTINO;21/05/2020 00:00;0;65;TV
Propio;Presencial;;63;;23/07/1977 00:00;Brasília;DF;INTERNET;Pedagogia - Licenciatura - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;133;;10/10/2000 00:00;São Paulo;MA;INTERNET;Pedagogia - Licenciatura - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;137;;15/12/2000 00:00;Açailândia;MA;INTERNET;Pedagogia - Licenciatura - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;257;;15/04/2002 00:00;Sao Paulo;SP;INTERNET;Pedagogia - Licenciatura - N;Noturno;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;530;;07/12/1977 00:00;Sao Paulo;SP;INTERNET;Pedagogia - Licenciatura - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;73;;30/11/1976 00:00;;SP;INTERNET;Psicologia - M;Matutino;07/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;236;;23/03/1996 00:00;Rio de Janeiro;RJ;INTERNET;Psicologia - M;Matutino;01/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;313;;25/03/1990 00:00;;SP;QUINSTREET;Psicologia - M;Matutino;28/04/2020 00:00;0;110;INTERNET
Propio;Presencial;;269;;18/04/2002 00:00;;SP;CALL CENTER;Psicologia - N;Noturno;30/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;249;;27/07/2000 00:00;;SP;CALL CENTER;Psicologia - N;Noturno;02/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;430;;02/04/2003 00:00;;SP;CALL CENTER;Psicologia - N;Noturno;06/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;196;;20/01/2001 00:00;;SP;INTERNET;Psicologia - N;Noturno;07/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;435;;12/12/1980 00:00;;MG;INTERNET;Psicologia - N;Noturno;22/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;42;;22/08/1998 00:00;Itagibá;BA;INTERNET;Psicologia - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;103;;18/09/2001 00:00;Belo Horizonte;MG;INTERNET;Psicologia - N;Noturno;25/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;247;;16/08/1997 00:00;Sao Paulo;SP;INTERNET;Psicologia - N;Noturno;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;252;;27/08/2001 00:00;Sao Paulo;SP;INTERNET;Psicologia - N;Noturno;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;559;;22/12/2002 00:00;Sao Paulo;RJ;INTERNET;Psicologia - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;290;;10/05/1993 00:00;;RJ;LIVES;Psicologia - N;Noturno;16/06/2020 00:00;0;110;LIVES
Propio;Presencial;;298;;23/06/1994 00:00;;SP;LIVES;RH;Noturno;18/06/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;212;;10/07/2002 00:00;Rio de Janeiro;RJ;INTERNET;RH;Matutino;01/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;17;;20/03/1997 00:00;Castro Alves;BA;INTERNET;RH;Noturno;27/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;59;;11/10/1988 00:00;Itagibá;BA;INTERNET;RH;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;197;;01/01/1991 00:00;;RJ;LIVES;RH;Noturno;12/05/2020 00:00;0;110;LIVES
Propio;Presencial;;871;;01/01/2000 00:00;;RJ;LIVES;RH;Noturno;19/05/2020 00:00;0;110;LIVES
Propio;Presencial;;502;;20/06/1991 00:00;;RJ;OUTRAS;RH;Noturno;11/05/2020 00:00;0;110;OUTRAS
Propio;Escola  a Distancia;SEMI-PRESENCIAL;176;F;01/01/1997 00:00;RIBEIRÃO DAS NEVES;MG;ENEM;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;869;F;01/01/1991 00:00;BELÉM;PA;ENEM;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;689;F;16/01/1997 00:00;SANTO ANTÔNIO DE JESUS;BA;GUERR;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;68;F;28/10/1967 00:00;BELO HORIZONTE;MG;CONSULTOR;SERVIÇO SOCIAL;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;730;F;10/10/1990 00:00;BELO HORIZONTE;MG;CONSULTOR;SERVIÇO SOCIAL;NOTURNO;28/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;244;M;24/03/2000 00:00;CAMPINAS;SP;INTERNET;SERVIÇO SOCIAL;MATUTINO;22/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;549;M;26/02/1999 00:00;UNIÃO DA VITÓRIA;PR;ESCOLA;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;642;F;01/01/2002 00:00;SOBRAL;CE;ESCOLA;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;414;F;11/06/1994 00:00;CACHOEIRAS DE MACACU;RJ;GUERR;SERVIÇO SOCIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;967;M;05/11/1985 00:00;RIO GRANDE;RS;CALL CENTER;SERVIÇO SOCIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;987;M;24/05/1985 00:00;LAGOA VERMELHA;RS;CALL CENTER;SERVIÇO SOCIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;768;F;28/12/1999 00:00;VALENTE;BA;CONSULTOR;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;CONSULTOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;738;M;24/09/1993 00:00;SANTA TEREZINHA;BA;E-MAIL MARKETING;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;E-MAIL MARKETING
Terceiros;Escola  a Distancia;100% ONLINE;217;M;20/02/2000 00:00;GETULINA;SP;INTERNET;SERVIÇO SOCIAL;NOTURNO;27/05/2020 00:00;0;65;INTERNET
