Propiedade;Modalidade;MODALIDADE_EAD;Id_aluno;SEXO;NASCIMENTO;CIDADE;UF;CANAL_VENDAS;CURSO;DS_TURNO_INSCRICAO;DT_INSCRICAO;FL_MATRICULADO;VL_MENSALIDADE;DS_PRIM_CANAL_VENDAS
Propio;Escola  a Distancia;EAD PREMIUM;943;M;21/01/1983 00:00;ALTO ARAGUAIA;MT;CALL CENTER;ENGENHARIA CIVIL;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;365;M;22/06/1979 00:00;RIO DE JANEIRO;RJ;LIVES;ENGENHARIA CIVIL;NOTURNO;12/06/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;655;M;19/03/1962 00:00;CAMPINAS;SP;OUTDOOR;ENGENHARIA CIVIL;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Terceiros;Escola  a Distancia;EAD PREMIUM;801;M;02/01/1988 00:00;SALVADOR;BA;CALL CENTER;ENGENHARIA CIVIL;NOTURNO;16/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;932;M;16/06/1999 00:00;SÃO PAULO;SP;CALL CENTER;ENGENHARIA CIVIL;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;942;M;09/02/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;ENGENHARIA CIVIL;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;30;M;17/08/1975 00:00;CAÇADOR;SC;INTERNET;ENGENHARIA CIVIL;NOTURNO;02/06/2020 00:00;1;110;INTERNET
Propio;Presencial;;61;;27/01/1999 00:00;São Paulo;AP;INTERNET;Engenharia Civil - M;Matutino;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;684;;04/06/1999 00:00;Sao Paulo;RJ;INTERNET;Engenharia Civil - M;Matutino;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;718;;10/01/1996 00:00;;BA;LIVES;Engenharia Civil - N;Noturno;20/06/2020 00:00;0;110;EMPRESA
Propio;Presencial;;776;;07/04/1996 00:00;;MS;REDES SOCIAIS;Engenharia Civil - N;Noturno;16/06/2020 00:00;1;84,29;INTERNET
Propio;Presencial;;41;;28/02/1997 00:00;Itagibá;BA;INTERNET;Engenharia Civil - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;206;;10/10/2000 00:00;Sao Paulo;SP;INTERNET;Engenharia Civil - N;Noturno;01/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;209;;23/01/1995 00:00;Rio de Janeiro;RJ;INTERNET;Engenharia Civil - N;Noturno;01/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;630;;10/10/1991 00:00;Sao Paulo;SP;INTERNET;Engenharia Civil - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;672;;21/06/1987 00:00;Sao Paulo;MG;INTERNET;Engenharia Civil - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;908;;19/09/2002 00:00;Sao Paulo;PA;INTERNET;Engenharia Civil - N;Noturno;28/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;940;;08/02/2001 00:00;Sao Paulo;PA;INTERNET;Engenharia Civil - N;Noturno;28/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;238;;30/04/2002 00:00;Sao Paulo;RJ;INTERNET;Engenharia de Controle e Automação - N;Noturno;01/06/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;817;M;01/05/1988 00:00;JOINVILLE;SC;LIVES;ENGENHARIA DE PRODUÇÃO;NOTURNO;20/05/2020 00:00;1;0;EMPRESA
Propio;Escola  a Distancia;EAD PREMIUM;669;F;23/10/1999 00:00;ICAPUÍ;CE;ENEM;ENGENHARIA DE PRODUÇÃO;NOTURNO;21/05/2020 00:00;0;110;ENEM
Propio;Escola  a Distancia;EAD PREMIUM;202;M;02/01/1999 00:00;SOROCABA;SP;CALL CENTER;ENGENHARIA DE PRODUÇÃO;NOTURNO;22/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;204;M;12/11/1997 00:00;SÃO JOSÉ DOS CAMPOS;SP;INTERNET;ENGENHARIA DE PRODUÇÃO;NOTURNO;22/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;349;M;12/12/1991 00:00;SÃO PAULO;SP;INTERNET;ENGENHARIA DE PRODUÇÃO;NOTURNO;22/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;727;M;14/05/2000 00:00;JOINVILLE;SC;INTERNET;ENGENHARIA DE PRODUÇÃO;NOTURNO;22/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;525;M;24/09/1993 00:00;ITABIRA;MG;INTERNET;ENGENHARIA DE PRODUÇÃO;NOTURNO;28/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;315;M;02/08/1992 00:00;SÃO PAULO;SP;;ENGENHARIA DE PRODUÇÃO;NOTURNO;22/05/2020 00:00;0;110;
Propio;Presencial;;337;;07/04/2002 00:00;;SP;LIVES;Engenharia de Produção - N;Noturno;21/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;235;;08/01/1997 00:00;Sao Paulo;SP;INTERNET;Engenharia de Produção - N;Noturno;01/06/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;168;M;10/07/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;195;M;10/10/1998 00:00;RIO DE JANEIRO;RJ;CALL CENTER;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;857;M;29/11/1999 00:00;SANTARÉM;PA;GIRO DAS PROFISSOES;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;GIRO DAS PROFISSOES
Propio;Escola  a Distancia;EAD PREMIUM;327;M;05/06/1987 00:00;TAQUARITINGA;SP;INTERNET;ENGENHARIA ELÉTRICA;NOTURNO;02/06/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;763;M;01/04/2001 00:00;RIO DE JANEIRO;RJ;LIVES;ENGENHARIA ELÉTRICA;NOTURNO;04/06/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;357;M;01/02/1983 00:00;SÃO JOSÉ DOS CAMPOS;SP;OUTDOOR;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Terceiros;Escola  a Distancia;EAD PREMIUM;538;M;04/06/2000 00:00;CHAPECÓ;SC;ESCOLA;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;ESCOLA
Terceiros;Escola  a Distancia;EAD PREMIUM;558;M;04/06/2000 00:00;SANTA TEREZINHA DO PROGRESSO;SC;ESCOLA;ENGENHARIA ELÉTRICA;NOTURNO;21/05/2020 00:00;0;110;ESCOLA
Propio;Presencial;;310;;01/01/2000 00:00;;RJ;LIVES;Engenharia Elétrica - N;Noturno;05/05/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;564;F;25/08/2001 00:00;JABOATÃO DOS GUARARAPES;PE;ACAO ENCCEJA;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;EMPRESA
Propio;Escola  a Distancia;EAD PREMIUM;278;M;11/04/2001 00:00;SANTA CRUZ DA CONCEIÇÃO;SP;ENEM;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;ENEM
Propio;Escola  a Distancia;EAD PREMIUM;709;M;25/04/2001 00:00;ALAGOINHAS;BA;ENEM;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;ENEM
Propio;Escola  a Distancia;EAD PREMIUM;956;M;16/06/1995 00:00;RIO BRANCO;AC;ENEM;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;ENEM
Propio;Escola  a Distancia;EAD PREMIUM;222;F;19/12/2000 00:00;ITAPEVA;SP;GUERR;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;193;M;13/05/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;575;M;11/03/2000 00:00;SÃO LUÍS;MA;CALL CENTER;ENGENHARIA MECÂNICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;104;;08/04/2002 00:00;São Paulo;RJ;INTERNET;Engenharia Mecânica - N;Noturno;25/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;603;;11/02/2002 00:00;Sao Paulo;BA;INTERNET;Engenharia Mecânica - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;841;;30/12/1993 00:00;;GO;REDES SOCIAIS;Engenharia Mecânica - N;Noturno;16/06/2020 00:00;0;110;REDES SOCIAIS
Propio;Escola  a Distancia;EAD PREMIUM;864;M;10/10/1990 00:00;RIO DE JANEIRO;RJ;CALL CENTER;FARMÁCIA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;325;M;19/09/1988 00:00;SÃO JOSÉ DOS CAMPOS;SP;OUTDOOR;FARMÁCIA;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Propio;Escola  a Distancia;EAD PREMIUM;674;M;26/06/2002 00:00;SOBRAL;CE;OUTRAS;FARMÁCIA;NOTURNO;21/05/2020 00:00;0;110;OUTRAS
Propio;Escola  a Distancia;EAD PREMIUM;379;M;27/02/2002 00:00;RIO DE JANEIRO;RJ;LIVES;FARMÁCIA;NOTURNO;12/06/2020 00:00;0;110;OUTRAS
Terceiros;Escola  a Distancia;EAD PREMIUM;214;M;25/09/1999 00:00;ITAPETININGA;SP;CALL CENTER;FARMÁCIA;NOTURNO;01/06/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;875;;26/09/1978 00:00;;MG;GUERR;Farmácia - N;Noturno;21/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;2;;05/03/1999 00:00;Açailândia;MA;INTERNET;Farmácia - N;Noturno;27/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;140;;02/10/1988 00:00;Açailândia;MA;INTERNET;Farmácia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;147;;05/04/2002 00:00;São Paulo;MA;INTERNET;Farmácia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;438;;03/03/1999 00:00;Rio de Janeiro;RJ;INTERNET;Farmácia - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;100% ONLINE;446;M;23/05/2000 00:00;RIO DE JANEIRO;RJ;CALL CENTER;FILOSOFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;792;M;16/03/1992 00:00;FORTALEZA;CE;INTERNET;FILOSOFIA - LICENCIATURA;NOTURNO;19/06/2020 00:00;1;65;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;937;F;01/01/2000 00:00;BELÉM;PA;ENEM;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;ENEM
Propio;Escola  a Distancia;EAD PREMIUM;210;F;19/10/1998 00:00;RIBEIRÃO PRETO;SP;GUERR;FISIOTERAPIA - BACHARELADO;MATUTINO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;136;M;01/05/1990 00:00;JUAZEIRO DO NORTE;CE;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;167;M;28/10/1990 00:00;RIO DE JANEIRO;RJ;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;461;M;22/07/1999 00:00;FERRAZ DE VASCONCELOS;SP;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;925;M;25/02/1996 00:00;SÃO PAULO;SP;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;12;M;20/11/1983 00:00;PORTO NACIONAL;TO;INTERNET;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;711;M;11/02/1999 00:00;PALMAS;TO;INTERNET;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;911;M;28/02/1998 00:00;SÃO PAULO;SP;INTERNET;FISIOTERAPIA - BACHARELADO;MATUTINO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;406;F;09/04/1998 00:00;IGUABA GRANDE;RJ;GUERR;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;18;M;26/12/1987 00:00;MARITUBA;PA;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;398;M;25/02/1999 00:00;RIO DE JANEIRO;RJ;CALL CENTER;FISIOTERAPIA - BACHARELADO;MATUTINO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;729;M;03/07/1988 00:00;SURUBIM;PE;CALL CENTER;FISIOTERAPIA - BACHARELADO;MATUTINO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;860;M;01/04/1999 00:00;ESTÂNCIA VELHA;RS;CALL CENTER;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;800;M;15/04/1976 00:00;BELO HORIZONTE;MG;INTERNET;FISIOTERAPIA - BACHARELADO;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;296;;15/10/1990 00:00;Sao Paulo;SP;INTERNET;Fisioterapia - M;Matutino;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;177;;14/09/1999 00:00;;RJ;LIVES;Fisioterapia - M;Matutino;08/05/2020 00:00;0;110;LIVES
Propio;Presencial;;49;;05/08/1994 00:00;Adamantina;SP;INTERNET;Fisioterapia - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;125;;10/05/1977 00:00;Brasília;DF;INTERNET;Fisioterapia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;145;;06/11/1997 00:00;Acorizal;MT;INTERNET;Fisioterapia - N;Noturno;21/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;429;;30/05/2002 00:00;Sao Paulo;MG;INTERNET;Fisioterapia - N;Noturno;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;577;;25/03/2002 00:00;Sao Paulo;DF;INTERNET;Fisioterapia - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;615;;23/06/2002 00:00;Sao Paulo;BA;INTERNET;Fisioterapia - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;747;;08/08/2001 00:00;Sao Paulo;MS;INTERNET;Fisioterapia - N;Noturno;28/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;237;;01/01/1995 00:00;;RJ;LIVES;Fisioterapia - N;Noturno;21/05/2020 00:00;0;110;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;306;F;26/03/1970 00:00;VITÓRIA DA CONQUISTA;BA;ENEM;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;405;F;24/04/1997 00:00;TRÊS RIOS;RJ;GUERR;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;34;M;01/01/2000 00:00;GOIÂNIA;GO;CALL CENTER;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;233;M;04/11/1999 00:00;VÁRZEA PAULISTA;SP;CALL CENTER;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;959;M;13/03/1971 00:00;SÃO JOÃO DE MERITI;RJ;CALL CENTER;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;952;M;16/09/1998 00:00;SENADOR GUIOMARD;AC;INDICACAO;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;539;M;04/01/1993 00:00;TAPARUBA;MG;INTERNET;GEOGRAFIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;396;M;01/01/2000 00:00;SÃO JOÃO DE MERITI;RJ;ENEM;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;759;F;01/01/2000 00:00;SERRINHA;BA;ENEM;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;100% ONLINE;463;M;21/12/2001 00:00;RIO DE JANEIRO;RJ;CALL CENTER;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;556;M;18/11/2000 00:00;MODELO;SC;ESCOLA;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;877;M;27/05/2001 00:00;JAGUARI;RS;ESCOLA;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;883;F;29/03/1989 00:00;MARAPANIM;PA;ENEM;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;150;M;28/07/1998 00:00;BOA HORA;PI;CALL CENTER;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;650;M;23/04/2002 00:00;MOZARLÂNDIA;GO;CALL CENTER;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;110;M;08/10/1991 00:00;RIO DE JANEIRO;RJ;LIVES;HISTÓRIA - LICENCIATURA;NOTURNO;02/06/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;253;M;27/08/2000 00:00;PRESIDENTE PRUDENTE;SP;CONSULTOR;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Terceiros;Escola  a Distancia;100% ONLINE;400;M;27/05/2000 00:00;DUQUE DE CAXIAS;RJ;INDICACAO;HISTÓRIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Terceiros;Escola  a Distancia;100% ONLINE;409;M;04/01/1997 00:00;SÃO PEDRO DA ALDEIA;RJ;INTERNET;HISTÓRIA - LICENCIATURA;NOTURNO;21/06/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;163;M;03/07/1993 00:00;FORTALEZA;CE;INTERNET;HISTÓRIA - LICENCIATURA;NOTURNO;15/06/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;589;M;13/05/2001 00:00;RIO DE JANEIRO;RJ;CALL CENTER;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;745;M;03/12/1995 00:00;NOSSA SENHORA DO SOCORRO;SE;CALL CENTER;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;909;M;12/06/1995 00:00;PORTO VELHO;RO;INTERNET;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;06/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;72;M;04/01/1974 00:00;NATAL;RN;OUTDOOR;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;511;M;04/04/1986 00:00;JOÃO PESSOA;PB;OUTDOOR;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;100% ONLINE;607;M;05/07/1991 00:00;MONTES CLAROS;MG;OUTDOOR;LETRAS - PORTUGUÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Terceiros;Escola  a Distancia;100% ONLINE;134;M;18/02/1999 00:00;DOM ELISEU;PA;CALL CENTER;LETRAS - PORTUGUÊS E ESPANHOL - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;527;M;27/06/1994 00:00;ITABAIANA;PB;OUTRAS;LETRAS - PORTUGUÊS E ESPANHOL - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Propio;Escola  a Distancia;SEMI-PRESENCIAL;563;M;19/09/2000 00:00;CAMPINA GRANDE;PB;ENEM;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;96;M;31/07/1997 00:00;RIO DE JANEIRO;RJ;CALL CENTER;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;662;M;01/05/2002 00:00;CASCAVEL;PR;CALL CENTER;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;982;M;26/05/1985 00:00;SÃO JOSÉ DE RIBAMAR;MA;INDICACAO;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Propio;Escola  a Distancia;SEMI-PRESENCIAL;276;M;31/03/1997 00:00;SÃO PAULO;SP;INTERNET;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;154;M;27/04/1998 00:00;NOVA SERRANA;MG;E-MAIL MARKETING;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;E-MAIL MARKETING
Terceiros;Escola  a Distancia;100% ONLINE;362;M;26/03/1981 00:00;BARUERI;SP;INTERNET;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;27/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;894;M;09/07/1993 00:00;CAMETÁ;PA;OUTRAS;LETRAS - PORTUGUÊS E INGLÊS - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Propio;Escola  a Distancia;SEMI-PRESENCIAL;444;F;07/12/2000 00:00;POUSO ALEGRE;MG;GIRO DAS PROFISSOES;MATEMÁTICA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;GIRO DAS PROFISSOES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;748;M;23/09/1999 00:00;NOVA MUTUM;MT;CALL CENTER;MATEMÁTICA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;106;M;07/09/1981 00:00;BRASÍLIA;DF;INDICACAO;MATEMÁTICA - LICENCIATURA;NOTURNO;22/05/2020 00:00;0;65;INDICACAO
Terceiros;Escola  a Distancia;100% ONLINE;974;M;05/02/1986 00:00;SÃO NICOLAU;RS;INTERNET;MATEMÁTICA - LICENCIATURA;NOTURNO;05/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;459;M;19/04/1995 00:00;NOVA IGUAÇU;RJ;OUTDOOR;MATEMÁTICA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;100% ONLINE;773;M;21/02/1988 00:00;RIO DE JANEIRO;RJ;OUTRAS;MATEMÁTICA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Terceiros;Escola  a Distancia;100% ONLINE;949;M;16/12/1994 00:00;BELO HORIZONTE;MG;OUTRAS;MATEMÁTICA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Propio;Presencial;;397;;19/02/2003 00:00;;SP;INTERNET;Medicina Veterinária - M;Matutino;13/06/2020 00:00;0;110;INTERNET
Propio;Presencial;;696;;03/06/2002 00:00;Rio de Janeiro;RJ;INTERNET;Medicina Veterinária - M;Matutino;28/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;259;;07/01/2003 00:00;;SP;CALL CENTER;Medicina Veterinária - N;Noturno;12/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;335;;24/10/1983 00:00;;MG;CALL CENTER;Medicina Veterinária - N;Noturno;09/05/2020 00:00;0;110;CALL CENTER
Propio;Presencial;;33;;30/03/2000 00:00;São Paulo;BA;INTERNET;Medicina Veterinária - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;88;;04/08/2000 00:00;Rio de Janeiro;RJ;INTERNET;Medicina Veterinária - N;Noturno;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;284;;30/03/1995 00:00;Sao Paulo;SP;INTERNET;Medicina Veterinária - N;Noturno;30/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;931;;01/01/2000 00:00;Sao Paulo;MG;INTERNET;Medicina Veterinária - N;Noturno;28/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;740;;01/01/2000 00:00;;RJ;LIVES;Medicina Veterinária - N;Noturno;18/06/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;245;M;08/03/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;NUTRIÇÃO;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
